Norman SusDat ID,Substance,CAS No.,Lowest PNEC Freshwater [??g//l],Date
NS00081403,Potassium bromide,CAS_RN: 7758-02-3,-,-
NS00081404,Potassium iodate,CAS_RN: 7758-05-6,-,-
NS00081405,Lead dichloride,CAS_RN: 7758-95-4,-,-
NS00081432,Disodium peroxodisulphate,CAS_RN: 7775-27-1,-,-
NS00081444,Magnesium silicate (Mg(SiO3)),CAS_RN: 13776-74-4,-,-
NS00081467,Antimony sulphide,CAS_RN: 1345-04-6,-,-
NS00081504,"Silicic acid, aluminum magnesium salt",CAS_RN: 1327-43-1,-,-
NS00081570,Ammonium carbamate,CAS_RN: 1111-78-0,-,-
NS00081669,Zinc phosphide (Zn3P2),CAS_RN: 1314-84-7,0.375,2023/5/21
NS00081688,Potassium chlorate,CAS_RN: 3811-04-9,-,-
NS00081874,Sulfur trioxide,CAS_RN: 7446-11-9,-,-
NS00081898,Dipotassium disulphate,CAS_RN: 7790-62-7,-,-
NS00081899,Lithium nitrate,CAS_RN: 7790-69-4,-,-
NS00081989,Ammonium thiocyanate,CAS_RN: 1762-95-4,-,-
NS00082134,Stannous sulfate,CAS_RN: 7488-55-3,-,-
NS00082173,Sodium nitrate,CAS_RN: 7631-99-4,-,-
NS00082193,Caesium chloride,CAS_RN: 7647-17-8,-,-
NS00082269,Calcium iodate,CAS_RN: 7789-80-2,-,-
NS00082272,Tungsten,CAS_RN: 7440-33-7,-,-
NS00082274,Cerium,CAS_RN: 7440-45-1,-,-
NS00082277,Zirconium,CAS_RN: 7440-67-7,-,-
NS00082315,Sodium periodate,CAS_RN: 7790-28-5,-,-
NS00082349,Titanium(4+) ethanolate,CAS_RN: 3087-36-3,-,-
NS00082434,Lithium bromide,CAS_RN: 7550-35-8,-,-
NS00082436,Disodium hydrogenorthophosphate,CAS_RN: 7558-79-4,-,-
NS00082494,Antimony trichloride,CAS_RN: 10025-91-9,-,-
NS00082519,Nickel difluoride,CAS_RN: 10028-18-9,-,-
NS00082524,Perchloric acid,CAS_RN: 7601-90-3,-,-
NS00082532,Ammonium nitrate,CAS_RN: 6484-52-2,-,-
NS00082541,Zirconium tetrachloride,CAS_RN: 10026-11-6,-,-
NS00082555,Sodium selenite,CAS_RN: 10102-18-8,-,-
NS00082564,Bis(hydroxylammonium) sulphate,CAS_RN: 10039-54-0,-,-
NS00082594,Dineodymium tricarbonate,CAS_RN: 5895-46-5,-,-
NS00082607,Strontium,CAS_RN: 7440-24-6,2100,2024/2/5
NS00082610,Boron,CAS_RN: 7440-42-8,20000,2024/2/5
NS00082685,Cerium trichloride,CAS_RN: 7790-86-5,-,-
NS00082688,Ammonium perchlorate,CAS_RN: 7790-98-9,-,-
NS00082818,Monosodium phosphate,CAS_RN: 7558-80-7,-,-
NS00082846,Trimagnesium dicitrate,CAS_RN: 3344-18-1,-,-
NS00082851,Chlorine dioxide,CAS_RN: 10049-04-4,-,-
NS00082990,Calcium dipropionate,CAS_RN: 4075-81-4,-,-
NS00083083,Sodium [methyl(octadec-9-enoyl)amino]acetate,CAS_RN: 3624-77-9,-,-
NS00083463,"[S-(Z,E)]-5-(1-hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl)-3-methylpenta-2,4-dienoic acid",CAS_RN: 21293-29-8,2.4,2023/5/21
NS00083780,Lithium hexafluorophosphate(1-),CAS_RN: 21324-40-3,-,-
NS00083783,Caesium hydroxide,CAS_RN: 21351-79-1,-,-
NS00083924,Formetanate hydrochloride,CAS_RN: 23422-53-9,0.11,2023/5/21
NS00084040,Cesium formate,CAS_RN: 3495-36-1,-,-
NS00084213,Zinc hydroxide,CAS_RN: 20427-58-1,-,-
NS00084292,"1,1-Dimethylpiperidinium chloride",CAS_RN: 24307-26-4,260,2023/5/21
NS00084436,Cobalt hydroxide (Co(OH)?€?2),CAS_RN: 21041-93-0,-,-
NS00084437,Cadmium hydroxide,CAS_RN: 21041-95-2,-,-
NS00084541,"2,5,7,10,11,14-Hexaoxa-1,6-distibabicyclo[4.4.4]tetradecane",CAS_RN: 29736-75-2,-,-
NS00084553,"Nitric acid, ammonium calcium salt",CAS_RN: 15245-12-2,-,-
NS00084584,Boron carbide,CAS_RN: 12069-32-8,-,-
NS00084812,Disodium disilicate,CAS_RN: 13870-28-5,-,-
NS00084852,Disodium hexafluorosilicate,CAS_RN: 16893-85-9,-,-
NS00084888,Dipotassium hexafluorotitanate,CAS_RN: 16919-27-0,-,-
NS00084977,Magnesium dihydrogen disulphite,CAS_RN: 13774-25-9,-,-
NS00085156,Dipotassium hexafluorosilicate,CAS_RN: 16871-90-2,-,-
NS00085172,(R)-2-(4-Chloro-2-methylphenoxy)propionate (Mecoprop-P),CAS_RN: 16484-77-8,0.118,2023/12/6
NS00085258,Tungsten carbide,CAS_RN: 12070-12-1,-,-
NS00085407,Potassium tetrafluoroborate,CAS_RN: 14075-53-7,-,-
NS00085709,Dicopper hydroxide phosphate,CAS_RN: 12158-74-6,-,-
NS00085731,Trimagnesium diphosphide,CAS_RN: 12057-74-8,0.0093,2023/5/21
NS00085742,Dihydrogen hexafluorotitanate(2-),CAS_RN: 17439-11-1,-,-
NS00085752,Diammonium tetrachlorozincate(2-),CAS_RN: 14639-97-5,-,-
NS00085783,Zinc selenite,CAS_RN: 13597-46-1,-,-
NS00085870,Propamocarb hydrochloride,CAS_RN: 25606-41-1,1000,2024/4/11
NS00085877,Disodium phosphonate,CAS_RN: 13708-85-5,729,2023/5/21
NS00085961,"Silicic acid, aluminum magnesium sodium salt",CAS_RN: 12040-43-6,-,-
NS00085970,Trilead dioxide phosphonate,CAS_RN: 12141-20-7,-,-
NS00085984,Fluoboric acid,CAS_RN: 16872-11-0,830,2024/2/5
NS00086060,Dipotassium hexafluorozirconate,CAS_RN: 16923-95-8,-,-
NS00086067,Dialuminium chloride pentahydroxide,CAS_RN: 12042-91-0,-,-
NS00086206,Lead bis(tetrafluoroborate),CAS_RN: 13814-96-5,-,-
NS00086598,Barium diboron tetraoxide,CAS_RN: 13701-59-2,-,-
NS00086641,Potassium pentahydrogen bis(phosphate),CAS_RN: 14887-42-4,-,-
NS00086674,"Boric acid, calcium salt",CAS_RN: 12040-58-3,-,-
NS00086684,Magnesium hexafluorosilicate,CAS_RN: 16949-65-8,-,-
NS00086721,Disodium octaborate,CAS_RN: 12008-41-2,-,-
NS00086764,Potassium tetrafluoroaluminate,CAS_RN: 14484-69-6,-,-
NS00086787,"Silicic acid, lead salt",CAS_RN: 11120-22-2,-,-
NS00086788,Potassium pentaborate,CAS_RN: 11128-29-3,-,-
NS00086811,Calcium sulphite,CAS_RN: 10257-55-3,-,-
NS00086884,Caesium sulphate,CAS_RN: 10294-54-9,-,-
NS00086888,(Octadecanoato-O)oxoaluminium,CAS_RN: 13419-15-3,-,-
NS00086909,Cadmium dinitrate,CAS_RN: 10325-94-7,-,-
NS00086997,Hydroxylammonium nitrate,CAS_RN: 13465-08-2,-,-
NS00087003,Lithium sulphate,CAS_RN: 10377-48-7,-,-
NS00087051,Hydrazinium nitrate,CAS_RN: 13464-97-6,-,-
NS00087225,Boron trichloride,CAS_RN: 10294-34-5,-,-
NS00087534,Ammonium carbonate,CAS_RN: 506-87-6,-,-
NS00087760,Disilver(1+) sulphate,CAS_RN: 10294-26-5,-,-
NS00087763,Potassium thiosulphate,CAS_RN: 10294-66-3,-,-
NS00088013,Aluminum potassium fluoride,CAS_RN: 60304-36-1,-,-
NS00088405,Manganese hydrogen phosphate,CAS_RN: 51349-94-1,-,-
NS00088634,Calcium isononanoate,CAS_RN: 53988-05-9,-,-
NS00088760,Ammonium zinc chloride,CAS_RN: 52628-25-8,-,-
NS00088804,Fosetyl aluminum,CAS_RN: 39148-24-8,140,2024/4/11
NS00089220,Barium neodecanoate,CAS_RN: 55172-98-0,-,-
NS00089321,Aluminum chloride hydroxide sulfate,CAS_RN: 39290-78-3,-,-
NS00089480,Ammonium 2-amino-4-(hydroxymethylphosphinyl)butyrate,CAS_RN: 77182-82-2,75,2024/4/11
NS00089798,"Acetic acid, chromium salt, basic",CAS_RN: 39430-51-8,-,-
NS00089844,Zirconium propionate,CAS_RN: 84057-80-7,-,-
NS00090367,"Silicic acid, titanium salt",CAS_RN: 42613-21-8,-,-
NS00092442,Potassium difluorodihydroxyborate(1-),CAS_RN: 85392-66-1,-,-
NS00093483,Lead monoxide,CAS_RN: 1317-36-8,-,-
NS00093487,Cerium trinitrate,CAS_RN: 10108-73-3,-,-
NS00093492,Ammonium metavanadate,CAS_RN: 7803-55-6,-,-
NS00093505,Cobalt(II) nitrate,CAS_RN: 10141-05-6,-,-
NS00093508,"Nitric acid, calcium salt (2:1)",CAS_RN: 10124-37-5,-,-
NS00093512,Ammonium sulfate,CAS_RN: 7783-20-2,-,-
NS00093513,Aluminium nitrate,CAS_RN: 13473-90-0,-,-
NS00093515,Sodium metaborate,CAS_RN: 7775-19-1,-,-
NS00093520,"Nitric acid, manganese(2+) salt (2:1)",CAS_RN: 10377-66-9,-,-
NS00093533,Sodium tungsten oxide (Na2WO4),CAS_RN: 13472-45-2,33,2024/2/5
NS00093534,Boron potassium oxide (B4K2O7),CAS_RN: 1332-77-0,-,-
NS00093535,Copper(II) chloride,CAS_RN: 7447-39-4,-,-
NS00093537,Calcium bromide,CAS_RN: 7789-41-5,-,-
NS00093547,Sodium hydrogen sulfate,CAS_RN: 7681-38-1,-,-
NS00093555,Potassium nitrate,CAS_RN: 7757-79-1,-,-
NS00093561,Cesium nitrate,CAS_RN: 7789-18-6,-,-
NS00093563,Iron(II) sulfate,CAS_RN: 7720-78-7,108,2023/5/21
NS00093579,Sodium perchlorate,CAS_RN: 7601-89-0,-,-
NS00093580,Dicopper chloride trihydroxide,CAS_RN: 1332-65-6,-,-
NS00093583,Ferric nitrate,CAS_RN: 10421-48-4,-,-
NS00093586,Cobalt sulfate,CAS_RN: 10124-43-3,-,-
NS00093588,Bismuth nitrate,CAS_RN: 10361-44-1,-,-
NS00093592,Ammonium boron oxide ((NH4)B5O8),CAS_RN: 12007-89-5,-,-
NS00093593,Tetrasodium pyrophosphate,CAS_RN: 7722-88-5,-,-
NS00093594,Lanthanum chloride (LaCl3),CAS_RN: 10099-58-8,-,-
NS00093595,Zinc bromide,CAS_RN: 7699-45-8,-,-
NS00093598,"Acetic acid, copper(2+) salt, basic",CAS_RN: 52503-64-7,-,-
NS00093606,Magnesium nitrate,CAS_RN: 10377-60-3,-,-
NS00093612,Tungsten trioxide,CAS_RN: 1314-35-8,-,-
NS00093628,Phosphonic acid,CAS_RN: 13598-36-2,-,-
NS00094862,Didecylmethylpoly(oxyethyl)ammonium Propionate (Bardap 26),CAS_RN: 94667-33-1,-,-
NS00094865,"Potassium (E,E)-hexa-2,4-dienoate",CAS_RN: 24634-61-5,480,2023/5/21
NS00094866,DDACarbonate,CAS_RN: 894406-76-9,1.3,2023/5/21
NS00094870,"Bis(1-hydroxy-1H-pyridine-2-thionato-O,S)copper",CAS_RN: 14915-37-8,0.0176,2023/5/21
NS00096229,Neodecanoic acid,CAS_RN: 26896-20-8,-,-
NS00096382,Gamma-Cyhalothrin,CAS_RN: 76703-62-3,0.00000446,2023/5/21
NS00098478,Metalaxyl,CAS_RN: 57837-19-1,100,2023/5/21
NS00098479,Flusilazole,CAS_RN: 85509-19-9,2.3,2024/4/11
NS00098481,Fenoxaprop-P,CAS_RN: 113158-40-0,3.6,2023/5/21
NS00098482,Alpha-Cypermethrin,CAS_RN: 67375-30-8,0.002,2024/2/5
NS00098485,Tau-Fluvalinate,CAS_RN: 102851-06-9,0.0064,2023/5/21
NS00098500,Aldrin,CAS_RN: 309-00-2,-,-
NS00098501,Dieldrin,CAS_RN: 60-57-1,-,-
NS00098526,Indoxacarb,CAS_RN: 173584-44-6,0.42,2024/4/11
NS00098531,Dodecylguanidine acetate,CAS_RN: 2439-10-3,0.44,2024/4/11
NS00098547,Endosulfan,CAS_RN: 115-29-7,0.005,2024/4/11
NS00098550,Clarithromycin,CAS_RN: 81103-11-9,0.12,2024/4/11
NS00098605,Fluazifop-p-butyl,CAS_RN: 79241-46-6,1.7,2024/4/11
NS00098606,Cephalexin,CAS_RN: 15686-71-2,4,2024/4/11
NS00098611,Naproxen ,CAS_RN: 22204-53-1,1.7,2024/4/11
NS00098623,Thiamphenicol,CAS_RN: 15318-45-3,1,2024/4/11
NS00098627,Doxycycline,CAS_RN: 564-25-0,2,2024/4/11
NS00098633,Clindamycin,CAS_RN: 18323-44-9,0.044,2024/4/11
NS00098635,Clopidogrel,CAS_RN: 113665-84-2,31,2023/5/25
NS00098681,"2-(1-Methylheptyl)-4,6-dinitrophenyl crotonate (Dinocap)",CAS_RN: 6119-92-2,0.094,2023/5/21
NS00098683,Tralkoxydim,CAS_RN: 87820-88-0,2.6,2018/10/3
NS00098722,Cefotaxime,CAS_RN: 63527-52-6,0.13,2024/4/11
NS00098749,Ofloxacin,CAS_RN: 82419-36-1,0.5,2024/4/11
NS00098762,Esomeprazole,CAS_RN: 119141-88-7,100,2023/5/25
NS00098771,Ticagrelor,CAS_RN: 274693-27-5,53,2023/5/25
NS00098773,Linagliptin,CAS_RN: 668270-12-0,320,2023/5/25
NS00098776,Cefoperazone,CAS_RN: 62893-19-0,0.5,2024/4/11
NS00098961,Laropiprant,CAS_RN: 571170-77-9,950,2023/5/25
NS00098990,Kanamycin A,CAS_RN: 59-01-8,2,2024/4/11
NS00099173,Dapagliflozin,CAS_RN: 461432-26-8,100,2023/5/25
NS00099451,"2,2',3,4',5',6-Hexachlorobiphenyl (PCB 149)",CAS_RN: 38380-04-0,-,-
NS00099457,Phenothrin,CAS_RN: 26002-80-2,0.047,2024/4/11
NS00099485,Tetramethrin,CAS_RN: 7696-12-0,0.00029,2024/4/11
NS00099486,"2,3',4,4',5,5'-Hexachlorobiphenyl (PCB 167)",CAS_RN: 52663-72-6,-,-
NS00099487,"3,4,4',5-Tetrachlorobiphenyl (PCB 81)",CAS_RN: 70362-50-4,-,-
NS00099524,"2,3,4,4',5-Pentachlorobiphenyl (PCB 114)",CAS_RN: 74472-37-0,-,-
NS00099540,Lead,CAS_RN: 7439-92-1,1.2,2024/4/11
NS00099541,Mercury,CAS_RN: 7439-97-6,-,-
NS00099542,Vanadium,CAS_RN: 7440-62-2,4.1,2024/2/5
NS00099543,Silver,CAS_RN: 7440-22-4,0.017,2024/2/5
NS00099570,Cobalt,CAS_RN: 7440-48-4,0.28,2024/2/5
NS00099571,Molybdenum,CAS_RN: 7439-98-7,136,2024/4/11
NS00099572,Manganese,CAS_RN: 7439-96-5,123,2024/4/11
NS00099581,Copper,CAS_RN: 7440-50-8,1,2024/4/11
NS00099582,Arsenic,CAS_RN: 7440-38-2,0.5,2024/4/11
NS00099583,Chromium,CAS_RN: 7440-47-3,3.4,2024/4/11
NS00099584,Zinc,CAS_RN: 7440-66-6,7.8,2024/4/11
NS00099585,Cadmium,CAS_RN: 7440-43-9,0.08,2024/4/11
NS00099721,Nickel,CAS_RN: 7440-02-0,2,2024/4/11
NS00099722,Iron,CAS_RN: 7439-89-6,1000,2024/4/11
NS00099723,Selenium,CAS_RN: 7782-49-2,0.1,2024/2/5
NS00099724,Tin,CAS_RN: 7440-31-5,2,2024/2/5
NS00099725,Antimony,CAS_RN: 7440-36-0,7.2,2024/4/11
NS00099726,Barium,CAS_RN: 7440-39-3,19,2024/2/5
NS00099728,Thallium,CAS_RN: 7440-28-0,0.013,2024/4/11
NS00099729,Uranium,CAS_RN: 7440-61-1,0.015,2024/2/5
NS00099751,"2-Butenedioic acid (2E)-, 1,4-dimethyl ester",CAS_RN: 624-49-7,3.7,2023/5/25
NS00099806,"2',3,4,4',5-Pentachlorobiphenyl (PCB 123)",CAS_RN: 65510-44-3,-,-
NS00099808,"3,3',4,4'-Tetrachlorobiphenyl (PCB 77)",CAS_RN: 32598-13-3,-,-
NS00099811,"2,3,3',4',6-Pentachlorobiphenyl (PCB 110)",CAS_RN: 38380-03-9,-,-
NS00099814,"2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl (PCB 187)",CAS_RN: 52663-68-0,-,-
NS00099815,"2,2',3,4,4',5',6-Heptachlorobiphenyl (PCB 183)",CAS_RN: 52663-69-1,-,-
NS00099820,Fentin (Triphenyltin),CAS_RN: 668-34-8,-,-
NS00100140,Mancozeb,CAS_RN: 8018-01-7,0.34,2024/4/11
NS00100150,Calcium cyanamide,CAS_RN: 156-62-7,-,-
NS00100167,Dibutyltin dichloride,CAS_RN: 683-18-1,-,-
NS00100748,Aluminum sesquisulfate,CAS_RN: 10043-01-3,0.8,2023/5/21
NS00104637,"Cyclopentane, 1,1'-(dimethoxysilylene)bis-",CAS_RN: 126990-35-0,-,-
NS00104666,Cresol,CAS_RN: 1319-77-3,-,-
NS00104694,"1,3:2,4-Bis-O-(3,4-dimethylbenzylidene)-D-glucitol",CAS_RN: 135861-56-2,-,-
NS00104891,Cyclohexyl(methyl)dimethoxysilane,CAS_RN: 17865-32-6,-,-
NS00104975,"Dibutylbis(pentane-2,4-dionato-O,O')tin",CAS_RN: 22673-19-4,-,-
NS00105146,Dichloromethylbenzene,CAS_RN: 29797-40-8,-,-
NS00105365,Lactic acid,CAS_RN: 50-21-5,-,-
NS00105451,"3,6-Diphenyl-2,5-dihydropyrrolo[3,4-c]pyrrole-1,4-dione",CAS_RN: 54660-00-3,-,-
NS00105563,DL-malic acid,CAS_RN: 617-48-1,-,-
NS00105599,"N,N,N',N',-tetrakis(2-hydroxyethyl)hexanediamide",CAS_RN: 6334-25-4,-,-
NS00105677,"Phenol, isobutylenated, phosphate (3:1)",CAS_RN: 68937-40-6,-,-
NS00105861,Pin-2(3)-ene,CAS_RN: 80-56-8,-,-
NS00105912,"Diisotridecyl 3,3'-[(dibutylstannylene)bis(thio)]dipropionate",CAS_RN: 84896-44-6,-,-
NS00106046,"1,6-Bis(2,3-epoxypropoxy)hexane",CAS_RN: 933999-84-9,-,-
NS00106458,Pin-2(10)-ene,"CAS_RN: 127-91-3,18172-67-3",-,-
NS00106488,Toluenesulphonamide,CAS_RN: 1333-07-9,-,-
NS00106837,"1,2,3-Propanetriol, homopolymer",CAS_RN: 25618-55-7,-,-
NS00106858,"Menthane, monohydroperoxy derivative",CAS_RN: 26762-92-5,-,-
NS00106889,"Di-tert-butyl ?,?,?',?'-tetramethyl-(p-phenylenedimethylene) diperoxide",CAS_RN: 2781-00-2,-,-
NS00106892,"Bis(ethyl acetoacetato-O1',O3)bis(propan-2-olato)titanium",CAS_RN: 27858-32-8,-,-
NS00107008,"2-Ethylhexanoic acid, molybdenum salt",CAS_RN: 34041-09-3,-,-
NS00107172,Trifluoro(tetrahydrofuran)boron,CAS_RN: 462-34-0,-,-
NS00107390,"Propanoic acid, 2-hydroxy-, (1R,2S,5R)-5-methyl-2-(1-methylethyl)cyclohexyl ester, (2S)-",CAS_RN: 61597-98-6,-,-
NS00107421,Calcium di(acetate),CAS_RN: 62-54-4,-,-
NS00107442,Hydroxy(2-methylprop-2-enoato-O)zinc,CAS_RN: 63451-47-8,-,-
NS00107590,L-valine,CAS_RN: 72-18-4,-,-
NS00107594,"Phenol, heptyl derivs.",CAS_RN: 72624-02-3,-,-
NS00107716,"Bis(ethyl acetoacetato-O1',O3)bis(2-methylpropan-1-olato)titanium",CAS_RN: 83877-91-2,-,-
NS00108009,Dimethomorph,CAS_RN: 110488-70-5,5.6,2024/4/11
NS00108064,Iodosulfuron-methyl-sodium,CAS_RN: 144550-36-7,0.04,2024/4/11
NS00108162,Cyflumetofen,CAS_RN: 400882-07-7,6.5,2023/5/21
NS00108173,Cypermethrin,CAS_RN: 52315-07-8,0.00003,2024/4/11
NS00108210,lambda-Cyhalothrin,CAS_RN: 91465-08-6,0.000022,2024/4/11
NS00108463,Trichlorobenzenes,CAS_RN: 12002-48-1,0.4,2024/4/11
NS00108470,Tributylstannylium,CAS_RN: 36643-28-4,0.0002,2024/4/11
NS00108471,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH total)",CAS_RN: 608-73-1,0.02,2024/4/11
NS00112423,"Chloroalkanes,  C10-13",CAS_RN: 85535-84-8,0.4,2024/4/11
NS00112425,Cadmium sulphide,CAS_RN: 1306-23-6,-,-
NS00112453,Antimony pentoxide,CAS_RN: 1314-60-9,-,-
NS00112474,Dibasic lead phthalate,CAS_RN: 69011-06-9,-,-
NS00112630,Copper chloride,CAS_RN: 7758-89-6,-,-
NS00112631,"Zinc, bis[3,5-bis(1,1-dimethylethyl)-2-(hydroxy-?O)benzoato-?O]-, (T-4)-",CAS_RN: 42405-40-3,-,-
NS00112649,Zeolites,CAS_RN: 1318-02-1,-,-
NS00112662,Calcium molybdate,CAS_RN: 7789-82-4,-,-
NS00112687,Cobalt oxide,CAS_RN: 11104-61-3,-,-
NS00112689,Manganese oxide,CAS_RN: 11129-60-5,-,-
NS00112692,Hexacalcium hexaoxotris[sulphato(2-)]dialuminate(12-),CAS_RN: 12004-14-7,-,-
NS00112695,Tetraammonium hexamolybdate,CAS_RN: 12411-64-2,-,-
NS00112705,Sodium tetrahydroborate,CAS_RN: 16940-66-2,-,-
NS00112803,"Poly[oxy(methyl-1,2-ethanediyl)],?-butyl-?-hydroxy-",CAS_RN: 9003-13-8,-,-
NS00113213,Boric oxide,CAS_RN: 1303-86-2,-,-
NS00113216,Chromium (IC) chromate,CAS_RN: 24613-89-6,-,-
NS00113258,Copper sulphide,CAS_RN: 1317-40-4,-,-
NS00113264,Disodium molybdate,CAS_RN: 7631-95-0,-,-
NS00113265,Vanadium trichloride oxide,CAS_RN: 7727-18-6,-,-
NS00113272,Diiron trimolybdenum dodecaoxide,CAS_RN: 13769-81-8,-,-
NS00113280,Sodium hexahydroxoantimonate,CAS_RN: 33908-66-6,-,-
NS00113333,Pentapotassium bis(peroxymonosulphate) bis(sulphate),CAS_RN: 70693-62-8,-,-
NS00113363,"Ethylenediamine, propoxylated",CAS_RN: 25214-63-5,-,-
NS00113365,"4,4-Methylenediphenyl diisocyanate, oligomers",CAS_RN: 25686-28-6,-,-
NS00113627,"Polysulfides, bis[3-(triethoxysilyl)propyl]",CAS_RN: 211519-85-6,-,-
NS00113684,Pentabromodiphenyl ether (PBDE 99),CAS_RN: 32534-81-9,0.000000049,2024/4/11
NS00113695,Hydrogen bromide,CAS_RN: 10035-10-6,-,-
NS00113701,Tin bis(2-ethylhexanoate),CAS_RN: 301-10-0,-,-
NS00113708,Titanium(IV) n-butoxide,CAS_RN: 5593-70-4,-,-
NS00113713,Pentasodium triphosphate,CAS_RN: 7758-29-4,-,-
NS00113717,Dihydrogen hexafluorozirconate(2-),CAS_RN: 12021-95-3,-,-
NS00113719,Sodium antimonate,CAS_RN: 15432-85-6,-,-
NS00113722,"Silicic acid, lithium magnesium sodium salt",CAS_RN: 53320-86-8,-,-
NS00113735,Boron trifluoride,CAS_RN: 7637-07-2,-,-
NS00114147,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl (PCB 206)",CAS_RN: 40186-72-9,-,-
NS00114151,4-[(5-Chloro-3-fluoropyridin-2-yl)oxy]phenol,CAS_RN: 89402-40-4,2.4,2024/2/5
NS00114152,"2-Cyclohexen-1-on,3hydroxy-2-(6-(methylsulfonyl)-2,1-benzisoxazol-3-yl), M4",CAS_RN: 913545-19-4,47.6,2024/2/5
NS00114153,"3,4-Dihydro-6-(methylsulphonyl)-1H-xanthene-1,9(2H)-dion, Xanth",CAS_RN: 887502-60-5,83,2024/2/5
NS00114154,Fluorphenylepoxyethan (FOX),CAS_RN: 88374-05-04,0.048,2024/2/5
NS00114155,Dimethylnaphthalene,CAS_RN: 28804-88-8,0.12,2024/2/5
NS00114156,Trimethylnaphthalene,CAS_RN: 28652-77-9,0.12,2024/2/5
NS00114157,"2-Methyl-5-(methylsulfonyl)anilin, AMST",CAS_RN: 1671-48-3,65,2024/2/5
NS00114158,Flutriafol Impurity A,CAS_RN: 124774-27-2,25,2024/2/5
NS00114159,6-Amino-5-chloropyridine-3-carboxylic acid,CAS_RN: 41668-11-5,95,2024/2/5
NS00114161,"2,3,3',4',5'-Pentachlorobiphenyl (PCB 122)",CAS_RN: 76842-07-4,-,-
NS00114162,"2,2',4,6'-Tetrachlorobiphenyl (PCB 51)",CAS_RN: 68194-04-7,-,-
NS00114163,Trichloroethane,CAS_RN: 25323-89-1,-,-
NS00114174,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl (PCB194)",CAS_RN: 35694-08-7,-,-
NS00114177,"2,3,3',4,4'-Pentachlorobiphenyl (PCB 105)",CAS_RN: 32598-14-4,-,-
NS00114218,Medium-chain chlorinated paraffins (C14-17) (MCCP),,-,-
NS00114250,"2,3,3',4,4',5'-Hexachlorobiphenyl (PCB 157)",CAS_RN: 69782-90-7,-,-
NS00114355,PCB total,,-,-
NS00114357,PAHs total,,-,-
NS00114384,Buprofezin,CAS_RN: 69327-76-0,0.99,2024/4/11
NS00114702,"2,7-Naphthalenedisulfonic acid, 4-amino-6-[[4-[[[4-[(2,4-diaminophenyl)azo]phenyl]amino]sulfonyl]phenyl ]azo]-5-hydroxy-3-[(4-nitrophenyl)azo]",CAS_RN: 201792-73-6,-,-
NS00114704,2-Hydroxy-5-nonyl(branched)-benzaldehyde oxime,CAS_RN: 174333-80-3,-,-
NS00114706,Acetate,CAS_RN: 71-50-1,-,-
NS00114716,N-[2-(piperazin-1-yl)ethyl]C18-insaturated-alkylamide,CAS_RN: 1228186-18-2,-,-
NS00114717,"Sodium [N-(2-{[(hydroxy- ??O)acetyl][2-(hydroxy- ??O)benzyl]amino- ??N}ethyl)-N-[2-(hydroxy- ??O)benzyl]glycinato(4-)- ??2N,O]ferrate(1-)",CAS_RN: 1061328-86-6,-,-
NS00114722,Sodium 3-(2H-benzotriazol-2-yl)-5-sec-butyl-4-hydroxybenzenesulfonate,CAS_RN: 92484-48-5,-,-
NS00114725,"Trisodium bis[2-[[2,4-dihydroxy-3-[(2-methyl-4-sulphophenyl)azo]phenyl]azo]benzoato(3-)]chromate(3-)",CAS_RN: 75234-41-2,-,-
NS00114733,Dimethyl ether--boron trifluoride,CAS_RN: 353-42-4,-,-
NS00114756,"Monosodium aqua-[5-[[2,4-dihydroxy-5-[(2-hydroxy-3,5-dinitrophenyl)azo]phenyl]azo]-2-naphthalensulfonate], iron complex",CAS_RN: 126851-40-9,-,-
NS00117955,Flamprop M-isopropyl,CAS_RN: 63782-90-1,19,2024/4/11
NS00120704,Benalaxyl-M,CAS_RN: 98243-83-5,3,2024/4/11
NS00126620,Avilamycin,CAS_RN: 11051-71-1,8,2024/4/11
NS00134721,Denatonium benzoate,CAS_RN: 3734-33-6,500,2023/5/21
NS00134860,Capreomycin,CAS_RN: 11003-38-6,2,2024/4/11
NS00400856,Zeta-Cypermethrin,CAS_RN: 1315501-18-8,0.000013,2023/5/21
NS00400857,Tricalcium diphosphide,CAS_RN: 1305-99-3,0.00105,2023/5/21
NS00400859,S-Methoprene,CAS_RN: 65733-16-6,0.19,2023/5/21
NS00400860,Ethametsulfuron,CAS_RN: 111353-84-5,0.097,2023/5/21
NS00400861,Cyhalofop,CAS_RN: 122008-78-0,3.996,2023/5/21
NS00400862,Sintofen,CAS_RN: 130561-48-7,460,2023/5/21
NS00400863,"1-{[3-(2-Chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl}-1H-1,2,4-triazole",CAS_RN: 135319-73-2,0.43,2023/5/21
NS00400864,Halosulfuron,CAS_RN: 135397-30-7,0.0217,2023/5/21
NS00400865,Flutianil,CAS_RN: 958647-10-4,0.0781,2023/5/21
NS00400866,"2,2'-Oxydiethanol, propoxylated",CAS_RN: 9051-51-8,-,-
